City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
314,pereslavl'-zalesskiy,56.7393,38.8563,17.370000000000005,86,99,3.01,RU,2024-08-28
315,kenai,60.5544,-151.2583,11.189999999999998,100,100,0.0,US,2024-08-28
316,santa monica,34.0195,-118.4912,22.600000000000023,88,100,3.6,US,2024-08-28
317,chackbay,29.8835,-90.7973,27.79000000000002,92,98,1.37,US,2024-08-28
318,berehove,48.2056,22.6442,20.930000000000007,63,14,2.38,UA,2024-08-28
319,bella vista,36.4295,-94.2316,24.629999999999995,82,0,1.54,US,2024-08-28
320,yaren,-0.5472,166.916,29.05000000000001,68,100,7.34,NR,2024-08-28
321,northam,51.0333,-4.2167,15.900000000000034,92,100,3.39,GB,2024-08-28
322,kontagora,10.3999,5.4695,21.74000000000001,99,100,2.16,NG,2024-08-28
323,worland,44.0169,-107.9554,18.25,36,0,4.12,US,2024-08-28
324,east london,-33.0153,27.9116,10.520000000000039,76,0,3.09,ZA,2024-08-28
325,usakos,-22.0,15.6,13.879999999999995,34,0,1.33,NA,2024-08-28
326,berezovo,63.9381,65.0419,18.720000000000027,69,99,2.74,RU,2024-08-28
327,mazamari,-11.3258,-74.5308,19.410000000000025,80,23,0.96,PE,2024-08-28
328,newman,37.3138,-121.0208,23.910000000000025,57,0,3.07,US,2024-08-28
329,igarka,67.4667,86.5833,17.82000000000005,64,59,3.11,RU,2024-08-28
330,bereznik,62.8551,42.7072,14.120000000000005,77,77,2.34,RU,2024-08-28
331,san andres,12.5847,-81.7006,29.010000000000048,79,20,3.09,CO,2024-08-28
332,ascencion de guarayos,-15.8963,-63.1881,18.480000000000018,45,2,0.92,BO,2024-08-28
333,annau,37.8876,58.516,28.720000000000027,21,40,5.14,TM,2024-08-28
334,veraval,20.9,70.3667,27.53000000000003,86,100,12.49,IN,2024-08-28
335,yermentau,51.6214,73.1069,17.090000000000032,56,65,3.36,KZ,2024-08-28
336,harstad,68.799,16.5293,9.53000000000003,94,96,4.47,NO,2024-08-28
337,fort mcmurray,56.7268,-111.381,16.77000000000004,77,100,3.09,CA,2024-08-28
338,bandon,51.7469,-8.7425,14.770000000000039,99,73,3.32,IE,2024-08-28
339,launceston,-41.45,147.1667,10.800000000000011,62,75,10.29,AU,2024-08-28
340,timbuktu,16.7735,-3.0074,29.78000000000003,64,91,7.45,ML,2024-08-28
341,nanakuli,21.3906,-158.1547,26.970000000000027,62,0,2.57,US,2024-08-28
342,brookings,44.3114,-96.7984,17.0,97,0,0.0,US,2024-08-28
343,gaalkacyo,6.7697,47.4308,27.160000000000025,62,99,9.12,SO,2024-08-28
344,nadi,-17.8,177.4167,26.0,53,20,7.2,FJ,2024-08-28
345,chipinge,-20.1883,32.6236,18.410000000000025,38,0,1.64,ZW,2024-08-28
346,sal rei,16.1833,-22.9167,26.08000000000004,84,82,3.26,CV,2024-08-28
347,riosucio,5.4216,-75.7032,15.590000000000032,94,14,1.07,CO,2024-08-28
348,mudgee,-32.5943,149.5871,20.360000000000014,45,27,6.66,AU,2024-08-28
349,kingston,17.997,-76.7936,28.53000000000003,79,75,4.12,JM,2024-08-28
350,kapuskasing,49.4169,-82.4331,11.0,82,75,3.6,CA,2024-08-28
351,tindouf,27.6711,-8.1474,24.25,22,0,5.66,DZ,2024-08-28
352,saint-girons,42.9167,1.1667,16.480000000000018,75,3,2.31,FR,2024-08-28
353,al ghayzah,16.2079,52.176,28.400000000000034,72,100,3.54,YE,2024-08-28
354,richards bay,-28.783,32.0377,20.640000000000043,77,0,6.67,ZA,2024-08-28
355,nyala,12.05,24.8833,23.590000000000032,81,99,2.89,SD,2024-08-28
356,mariehamn,60.0973,19.9348,15.920000000000016,88,0,2.06,AX,2024-08-28
357,tanjungtiram,4.0613,98.3699,29.200000000000045,68,100,1.62,ID,2024-08-28
358,ampanihy,-24.7,44.75,22.760000000000048,43,0,4.81,MG,2024-08-28
359,chuguyevka,44.1653,133.8633,25.689999999999998,50,13,1.54,RU,2024-08-28
360,nankana sahib,31.4475,73.6972,27.960000000000036,76,100,3.19,PK,2024-08-28
361,inarajan village,13.2736,144.7484,32.54000000000002,83,96,6.12,GU,2024-08-28
362,south hedland,-20.4089,118.5983,37.960000000000036,7,42,4.12,AU,2024-08-28
363,egilsstadir,65.2653,-14.3948,6.9500000000000455,93,100,6.69,IS,2024-08-28
364,broome,42.2506,-75.833,22.480000000000018,94,84,0.89,US,2024-08-28
365,nantucket,41.2835,-70.0995,20.060000000000002,94,40,3.6,US,2024-08-28
366,pimenta bueno,-11.6725,-61.1936,22.600000000000023,42,3,1.86,BR,2024-08-28
367,inongo,-1.95,18.2667,20.629999999999995,63,0,1.8,CD,2024-08-28
368,wanxian,30.8039,108.3897,32.25,63,92,2.55,CN,2024-08-28
369,xining,36.6167,101.7667,25.08000000000004,52,55,1.91,CN,2024-08-28
370,salinopolis,-0.6136,-47.3561,26.25,86,31,4.9,BR,2024-08-28
371,karratha,-20.7377,116.8463,34.25,17,22,3.65,AU,2024-08-28
372,santa cruz,-17.8,-63.1667,20.700000000000045,32,18,4.12,BO,2024-08-28
373,ocean shores,46.9737,-124.1563,14.450000000000045,84,0,4.12,US,2024-08-28
374,pandan,14.0453,124.1694,31.379999999999995,66,98,4.48,PH,2024-08-28
375,axim,4.8699,-2.2405,23.390000000000043,94,99,3.02,GH,2024-08-28
376,fale old settlement,-9.3852,-171.2468,28.150000000000034,72,4,5.89,TK,2024-08-28
377,vadso,70.0744,29.7487,11.090000000000032,87,40,8.23,NO,2024-08-28
378,nampula,-15.1165,39.2666,20.970000000000027,88,75,3.09,MZ,2024-08-28
379,carloforte,39.145,8.3058,23.470000000000027,61,2,2.1,IT,2024-08-28
380,'ali sabieh,11.1558,42.7125,25.5,61,100,5.21,DJ,2024-08-28
381,czestochowa,50.7965,19.1241,18.32000000000005,73,9,3.71,PL,2024-08-28
382,kununurra,-15.7667,128.7333,37.99000000000001,15,96,8.23,AU,2024-08-28
383,antofagasta,-23.65,-70.4,13.600000000000023,84,59,4.21,CL,2024-08-28
384,igarape acu,-1.1289,-47.62,22.939999999999998,98,51,1.2,BR,2024-08-28
385,praia,14.9215,-23.5087,26.30000000000001,83,75,2.06,CV,2024-08-28
386,bontang,0.1333,117.5,28.0,79,100,2.09,ID,2024-08-28
387,hobyo,5.3505,48.5268,28.03000000000003,68,6,8.88,SO,2024-08-28
388,post,33.1909,-101.3782,25.54000000000002,52,70,3.87,US,2024-08-28
389,belomorsk,64.5232,34.7668,14.600000000000023,56,50,5.42,RU,2024-08-28
390,sinop,41.7711,34.8709,20.689999999999998,78,56,1.69,TR,2024-08-28
391,raja,8.4596,25.678,21.870000000000005,95,100,0.51,SS,2024-08-28
392,micheweni,-4.9667,39.8333,26.340000000000032,77,15,5.69,TZ,2024-08-28
393,yoko,5.5333,12.3167,18.470000000000027,94,98,0.75,CM,2024-08-28
394,yarmouth,41.7057,-70.2286,21.670000000000016,92,0,4.63,US,2024-08-28
395,vilyuysk,63.7553,121.6247,13.78000000000003,40,75,4.22,RU,2024-08-28
396,la oroya,-11.5189,-75.8994,2.410000000000025,70,71,0.9,PE,2024-08-28
397,ilhabela,-23.7781,-45.3581,13.330000000000041,85,0,1.4,BR,2024-08-28
398,kievka,50.2619,71.5514,18.32000000000005,49,100,5.17,KZ,2024-08-28
399,aricak,38.5639,40.1347,29.160000000000025,23,0,0.7,TR,2024-08-28
400,yung shue wan,22.2333,114.1167,36.0,60,84,3.72,HK,2024-08-28
401,rengasdengklok,-6.1592,107.2981,33.83000000000004,41,99,5.09,ID,2024-08-28
402,akobo,7.4344,3.9497,22.75,100,40,3.09,NG,2024-08-28
403,kochenevo,55.0218,82.202,15.660000000000025,69,45,3.75,RU,2024-08-28
404,tympaki,35.0729,24.7685,25.620000000000005,66,3,1.79,GR,2024-08-28
405,kimbe,-5.5502,150.1429,30.200000000000045,65,55,3.57,PG,2024-08-28
406,ghat,24.9647,10.1728,29.960000000000036,20,1,2.49,LY,2024-08-28
407,puerto colombia,10.9878,-74.9547,29.05000000000001,85,94,8.04,CO,2024-08-28
408,solnechnyy,50.7214,136.6319,24.010000000000048,60,19,4.15,RU,2024-08-28
409,valenca,-13.3703,-39.0731,18.410000000000025,98,33,1.66,BR,2024-08-28
410,pavlovsk,50.4578,40.1081,27.08000000000004,28,56,4.66,RU,2024-08-28
411,suwayr,30.1171,40.3893,33.04000000000002,21,1,3.72,SA,2024-08-28
412,tromso,69.6496,18.957,10.010000000000048,87,75,4.12,NO,2024-08-28
413,port hedland,-20.3167,118.5667,38.03000000000003,7,41,4.12,AU,2024-08-28
414,barpali,21.2,83.5833,30.110000000000014,72,99,3.04,IN,2024-08-28
415,kannad,20.2667,75.1333,26.860000000000014,68,81,6.64,IN,2024-08-28
416,vorkuta,67.5,64.0,15.830000000000041,75,73,5.57,RU,2024-08-28
417,nevel'sk,46.6733,141.8633,20.210000000000036,83,93,3.19,RU,2024-08-28
418,istaravshan,39.9142,69.0033,25.58000000000004,17,84,4.78,TJ,2024-08-28
419,al kharj,24.155,47.3346,36.32000000000005,13,4,7.78,SA,2024-08-28
420,bratsk,56.1325,101.6142,19.27000000000004,63,45,4.93,RU,2024-08-28
421,camiri,-20.05,-63.5167,11.340000000000032,56,10,0.84,BO,2024-08-28
422,manaure,11.7751,-72.4445,29.04000000000002,71,93,5.69,CO,2024-08-28
423,papao,-17.75,-149.55,24.82000000000005,79,77,6.24,PF,2024-08-28
424,alice springs,-23.7,133.8833,33.75,15,1,2.57,AU,2024-08-28
425,muli,2.9167,73.5667,28.370000000000005,72,30,1.62,MV,2024-08-28
426,thames,-37.1333,175.5333,12.740000000000009,89,38,2.5,NZ,2024-08-28
427,melipilla,-33.7,-71.2167,5.970000000000027,92,99,0.54,CL,2024-08-28
428,pacific grove,36.6177,-121.9166,16.060000000000002,93,0,0.45,US,2024-08-28
429,kapa'a,22.0752,-159.319,26.180000000000007,76,20,6.17,US,2024-08-28
430,taroa,8.7058,171.2275,28.689999999999998,77,76,5.29,MH,2024-08-28
431,bambanglipuro,-7.95,110.2833,27.510000000000048,63,81,6.69,ID,2024-08-28
432,bu'aale,1.0833,42.5833,28.160000000000025,66,46,4.22,SO,2024-08-28
433,along,28.1667,94.7667,32.73000000000002,50,96,1.06,IN,2024-08-28
434,boende,-0.2167,20.8667,25.379999999999995,66,27,1.29,CD,2024-08-28
435,ust-nera,64.5667,143.2,6.350000000000023,72,100,1.51,RU,2024-08-28
436,lagoa,39.05,-27.9833,22.210000000000036,68,82,2.48,PT,2024-08-28
437,badger,64.8,-147.5333,14.950000000000045,76,75,1.54,US,2024-08-28
438,arno,60.1167,18.6333,16.52000000000004,70,80,4.83,SE,2024-08-28
439,enriquillo,17.9,-71.2333,25.480000000000018,87,87,4.23,DO,2024-08-28
440,uray,60.1247,64.7758,21.439999999999998,64,89,3.67,RU,2024-08-28
441,tambura,5.6,27.4667,22.460000000000036,93,88,0.89,SS,2024-08-28
442,duong dong,10.2167,103.9667,26.0,83,75,4.12,VN,2024-08-28
443,sungai raya,0.7,108.9,25.890000000000043,90,99,5.17,ID,2024-08-28
444,constantia,44.1833,28.65,21.5,81,100,5.64,RO,2024-08-28
445,rio verde de mato grosso,-18.9181,-54.8442,23.010000000000048,26,2,5.49,BR,2024-08-28
446,mabai,23.0128,104.4508,24.74000000000001,73,68,1.54,CN,2024-08-28
447,cody,44.5263,-109.0565,20.120000000000005,37,0,3.6,US,2024-08-28
448,swakopmund,-22.6833,14.5333,10.550000000000011,90,0,5.01,NA,2024-08-28
449,acarau,-2.8856,-40.12,24.83000000000004,74,100,6.55,BR,2024-08-28
450,taltal,-25.4,-70.4833,13.100000000000023,79,11,0.87,CL,2024-08-28
451,greater sudbury,46.49,-80.99,15.590000000000032,78,100,4.47,CA,2024-08-28
452,kisanga,-7.4362,37.7034,26.200000000000045,71,25,2.4,TZ,2024-08-28
453,borogontsy,62.6683,131.1683,14.450000000000045,51,100,3.59,RU,2024-08-28
454,quesnel,52.9999,-122.5029,11.28000000000003,93,75,2.06,CA,2024-08-28
455,necochea,-38.5473,-58.7368,5.270000000000039,83,14,1.95,AR,2024-08-28
456,pudasjarvi,65.3833,26.9167,12.660000000000025,71,100,3.57,FI,2024-08-28
457,mount pearl,47.5166,-52.7813,17.860000000000014,92,20,10.8,CA,2024-08-28
458,taber,49.8167,-112.1518,16.0,48,100,2.06,CA,2024-08-28
459,yarkovo,57.4028,67.0786,21.710000000000036,59,16,3.02,RU,2024-08-28
460,quellon,-43.1167,-73.6167,4.680000000000007,88,43,3.31,CL,2024-08-28
461,port moresby,-9.4431,147.1797,28.680000000000007,70,40,7.72,PG,2024-08-28
462,badiyah,22.45,58.8,36.73000000000002,27,62,2.58,OM,2024-08-28
463,justo daract,-33.8594,-65.1828,12.25,41,95,4.89,AR,2024-08-28
464,patterson,37.4716,-121.1297,26.08000000000004,59,0,1.77,US,2024-08-28
465,tarinkot,32.6268,65.8733,32.69,10,0,0.77,AF,2024-08-28
466,pathein,16.7833,94.7333,30.400000000000034,72,62,4.4,MM,2024-08-28
467,slivnitsa,42.85,23.0333,22.160000000000025,50,45,1.48,BG,2024-08-28
468,noosa heads,-26.3833,153.15,24.340000000000032,67,0,8.22,AU,2024-08-28
469,raduzhny,62.0961,77.475,20.27000000000004,61,98,3.47,RU,2024-08-28
470,westport,41.1415,-73.3579,23.28000000000003,84,29,1.79,US,2024-08-28
471,ar raqqah,35.95,39.0167,28.700000000000045,56,0,7.55,SY,2024-08-28
472,kawardha,22.0167,81.25,31.379999999999995,57,100,3.12,IN,2024-08-28
473,pariaman,-0.619,100.12,29.03000000000003,56,100,1.67,ID,2024-08-28
474,codrington,-38.2667,141.9667,11.640000000000043,60,66,12.39,AU,2024-08-28
475,mandal,25.45,74.5667,26.460000000000036,78,73,7.63,IN,2024-08-28
476,khovd,48.0056,91.6419,26.0,17,43,4.72,MN,2024-08-28
477,namibe,-15.1961,12.1522,17.680000000000007,87,54,2.2,AO,2024-08-28
478,newnham,-41.3833,147.1333,10.53000000000003,62,75,10.29,AU,2024-08-28
479,guerrero negro,27.9769,-114.0611,20.879999999999995,80,6,5.89,MX,2024-08-28
480,at taj,24.2049,23.2857,30.79000000000002,41,15,6.08,LY,2024-08-28
481,moletai,55.2333,25.4167,16.29000000000002,62,10,3.23,LT,2024-08-28
482,xinyu,27.8043,114.9334,29.360000000000014,72,77,4.04,CN,2024-08-28
483,daru,-9.0763,143.2092,26.25,71,42,5.53,PG,2024-08-28
484,impfondo,1.6381,18.0667,24.620000000000005,67,53,1.3,CG,2024-08-28
485,el viejo,12.6633,-87.1672,24.850000000000023,92,100,1.71,NI,2024-08-28
486,oleshky,46.6249,32.7251,23.140000000000043,61,100,5.35,UA,2024-08-28
487,anna regina,7.2644,-58.5077,25.560000000000002,87,48,0.93,GY,2024-08-28
488,yenotayevka,47.2456,47.0281,26.140000000000043,32,0,6.08,RU,2024-08-28
489,tucupita,9.0622,-62.051,23.200000000000045,98,62,1.0,VE,2024-08-28
490,am timan,11.0297,20.2827,24.100000000000023,89,88,2.51,TD,2024-08-28
491,waddan,29.1614,16.139,27.350000000000023,47,2,5.67,LY,2024-08-28
492,sirte,31.2089,16.5887,26.450000000000045,70,0,2.62,LY,2024-08-28
493,rongelap,11.1635,166.8941,28.82000000000005,79,100,5.92,MH,2024-08-28
494,margherita,27.2833,95.6833,33.58000000000004,61,16,1.46,IN,2024-08-28
495,pratt,37.6439,-98.7376,25.120000000000005,61,0,2.06,US,2024-08-28
496,turpan,42.9333,89.1667,39.400000000000034,17,32,2.1,CN,2024-08-28
497,sao felix do xingu,-6.6447,-51.995,25.75,37,26,0.44,BR,2024-08-28
498,shuangyang,43.5242,125.6736,25.640000000000043,63,63,1.65,CN,2024-08-28
499,revda,56.801,59.9303,20.689999999999998,62,8,4.38,RU,2024-08-28
500,angus,44.3168,-79.8829,23.24000000000001,92,86,3.09,CA,2024-08-28
501,akureyri,65.6835,-18.0878,6.960000000000036,81,75,1.03,IS,2024-08-28
502,betong,5.7743,101.0723,23.53000000000003,93,100,0.52,TH,2024-08-28
503,arkhangel'sk,64.5401,40.5433,15.060000000000002,72,40,7.0,RU,2024-08-28
504,severo-yeniseyskiy,60.3725,93.0408,15.78000000000003,49,55,2.8,RU,2024-08-28
505,adamovka,51.5223,59.9396,20.75,52,0,3.33,RU,2024-08-28
506,batang berjuntai,3.3833,101.4167,33.02000000000004,63,100,1.15,MY,2024-08-28
507,tsiombe,-25.3,45.4833,26.390000000000043,38,0,4.43,MG,2024-08-28
508,oranjemund,-28.55,16.4333,12.090000000000032,73,98,6.85,NA,2024-08-28
509,amassoma,4.9692,6.1097,23.610000000000014,95,94,1.48,NG,2024-08-28
510,everett,47.979,-122.2021,12.410000000000025,87,1,1.29,US,2024-08-28
511,alva,56.1528,-3.8051,12.120000000000005,98,97,2.53,GB,2024-08-28
512,tisaiyanvilai,8.3333,77.8833,31.760000000000048,51,100,3.41,IN,2024-08-28
513,ghanzi,-21.5667,21.7833,15.490000000000009,14,0,4.76,BW,2024-08-28
514,reggane,26.7158,0.1714,35.450000000000045,17,1,3.35,DZ,2024-08-28
515,padang,-0.9492,100.3543,29.03000000000003,68,94,3.2,ID,2024-08-28
516,mandapam,9.2833,79.1167,28.180000000000007,72,100,4.67,IN,2024-08-28
517,faya-largeau,17.9257,19.1043,28.49000000000001,63,74,5.14,TD,2024-08-28
518,firuzabad,28.8438,52.5707,33.54000000000002,11,0,2.63,IR,2024-08-28
519,medina,24.4686,39.6142,32.24000000000001,43,0,2.57,SA,2024-08-28
520,copiapo,-27.3667,-70.3333,11.240000000000009,79,5,0.81,CL,2024-08-28
521,wynyard,-41.0,145.7167,7.180000000000007,85,100,10.01,AU,2024-08-28
522,bridgewater,44.3835,-64.5155,16.170000000000016,94,61,3.6,CA,2024-08-28
523,bardai,11.65,7.2333,21.010000000000048,96,90,4.93,NG,2024-08-28
524,buka,40.8108,69.1986,29.150000000000034,20,90,4.48,UZ,2024-08-28
525,tequisquiapan,20.5167,-99.8667,15.450000000000045,95,63,1.78,MX,2024-08-28
526,utrik,11.2278,169.8474,28.83000000000004,77,17,4.95,MH,2024-08-28
527,banff,51.1762,-115.5698,6.210000000000036,87,94,2.06,CA,2024-08-28
528,beyneu,45.3167,55.2,26.260000000000048,25,0,5.91,KZ,2024-08-28
529,hanceville,34.0607,-86.7675,21.760000000000048,49,0,1.28,US,2024-08-28
530,wladyslawowo,54.7909,18.4009,18.30000000000001,69,34,4.09,PL,2024-08-28
531,muisne,0.6,-80.0333,23.430000000000007,90,100,3.99,EC,2024-08-28
532,miquelon,47.0975,-56.3814,18.450000000000045,90,11,7.07,PM,2024-08-28
533,letlhakeng,-24.0944,25.0298,16.27000000000004,16,0,4.79,BW,2024-08-28
534,chongwe,-15.3292,28.682,23.060000000000002,21,0,1.08,ZM,2024-08-28
535,sechura,-5.5569,-80.8222,17.189999999999998,85,17,4.07,PE,2024-08-28
536,hadibu,12.65,54.0333,28.150000000000034,73,94,11.87,YE,2024-08-28
537,fada,7.25,4.0667,23.370000000000005,100,40,3.09,NG,2024-08-28
538,afgooye,2.1381,45.1212,25.450000000000045,69,98,5.37,SO,2024-08-28
539,zhangye,38.9342,100.4517,31.930000000000007,26,14,3.73,CN,2024-08-28
540,morondava,-20.2833,44.2833,24.370000000000005,61,0,2.25,MG,2024-08-28
541,kuraymah,18.55,31.85,30.25,60,12,3.05,SD,2024-08-28
542,kudymkar,59.0173,54.656,19.170000000000016,85,92,2.1,RU,2024-08-28
543,nalut,30.3333,10.85,26.879999999999995,39,0,3.41,LY,2024-08-28
544,naze,28.3667,129.4833,25.510000000000048,90,100,13.19,JP,2024-08-28
545,mount pleasant,32.7941,-79.8626,25.560000000000002,96,0,0.0,US,2024-08-28
546,maardu,59.4767,25.025,15.340000000000032,98,75,2.24,EE,2024-08-28
547,markova,48.6758,24.4138,20.55000000000001,60,46,1.99,UA,2024-08-28
548,narasannapeta,18.4167,84.05,29.390000000000043,71,100,1.62,IN,2024-08-28
549,winnemucca,40.973,-117.7357,20.310000000000002,19,1,2.78,US,2024-08-28
550,merritt,50.1123,-120.7942,11.29000000000002,66,89,1.8,CA,2024-08-28
551,ingeniero jacobacci,-41.3427,-69.5448,2.8000000000000114,63,100,0.94,AR,2024-08-28
552,castanhal,-1.2939,-47.9264,22.590000000000032,99,55,1.17,BR,2024-08-28
553,urucara,-2.5364,-57.76,24.02000000000004,62,66,1.86,BR,2024-08-28
554,novodvinsk,64.4165,40.8122,14.860000000000014,50,24,4.94,RU,2024-08-28
555,weno,7.4515,151.8468,29.970000000000027,84,100,2.06,FM,2024-08-28
556,chui,-33.6971,-53.4616,7.4500000000000455,92,5,0.71,UY,2024-08-28
557,ciudad sabinas hidalgo,26.5,-100.1667,25.610000000000014,77,63,0.45,MX,2024-08-28
558,san pedro pochutla,15.7333,-96.4667,23.170000000000016,88,57,1.69,MX,2024-08-28
559,yur'yevets,57.3201,43.1041,19.53000000000003,83,83,3.06,RU,2024-08-28
560,vila velha,-20.3297,-40.2925,18.860000000000014,80,75,2.06,BR,2024-08-28
561,sisimiut,66.9395,-53.6735,6.78000000000003,87,100,1.73,GL,2024-08-28
562,yatou,37.15,122.3833,27.930000000000007,76,10,4.16,CN,2024-08-28
563,taos,36.4072,-105.5731,15.810000000000002,69,0,2.06,US,2024-08-28
564,sittwe,20.15,92.9,28.439999999999998,77,86,4.87,MM,2024-08-28
565,ponta delgada,37.7333,-25.6667,21.400000000000034,73,20,2.06,PT,2024-08-28
566,valparaiso,-33.0393,-71.6273,8.800000000000011,93,75,0.0,CL,2024-08-28
567,timimoun,29.2639,0.231,31.210000000000036,23,3,4.12,DZ,2024-08-28
568,tokoroa,-38.2333,175.8667,9.800000000000011,91,64,2.53,NZ,2024-08-28
569,luis correia,-2.8792,-41.6669,24.78000000000003,76,100,5.42,BR,2024-08-28
570,iranshahr,27.2025,60.6848,35.19,16,0,2.06,IR,2024-08-28
571,kavalerovo,44.2661,135.0572,26.82000000000005,45,0,1.8,RU,2024-08-28
572,zaozersk,69.4005,32.4476,12.260000000000048,70,40,12.29,RU,2024-08-28
573,crane,31.3974,-102.3501,24.29000000000002,63,37,5.76,US,2024-08-28
574,new holland,40.1018,-76.0852,23.840000000000032,80,75,0.45,US,2024-08-28
575,nemuro,43.3236,145.575,17.05000000000001,99,100,3.89,JP,2024-08-28
576,kuqa,41.7278,82.9364,30.220000000000027,25,96,1.19,CN,2024-08-28
577,ambar,37.8532,40.5278,29.77000000000004,24,0,2.03,TR,2024-08-28
578,wakkanai,45.4094,141.6739,22.99000000000001,88,75,3.6,JP,2024-08-28
579,juneau,58.3019,-134.4197,11.900000000000034,95,100,8.23,US,2024-08-28
580,darwin,-12.4611,130.8418,33.860000000000014,33,0,3.6,AU,2024-08-28
581,lejanias,3.5251,-74.0216,18.930000000000007,88,48,2.82,CO,2024-08-28
582,luancheng,37.8792,114.6517,29.30000000000001,45,7,1.24,CN,2024-08-28
583,dryden,49.7833,-92.7503,13.160000000000025,82,75,2.06,CA,2024-08-28
584,humaita,-7.5061,-63.0208,22.720000000000027,52,0,1.34,BR,2024-08-28
585,rokiskis,55.9667,25.5833,15.710000000000036,67,73,2.66,LT,2024-08-28
586,preobrazheniye,42.9019,133.9064,23.480000000000018,67,0,2.16,RU,2024-08-28
587,oamaru,-45.0784,170.9801,12.430000000000007,81,99,5.96,NZ,2024-08-28
588,sterling,39.0062,-77.4286,25.860000000000014,74,35,1.79,US,2024-08-28
589,zarand,30.8127,56.564,31.28000000000003,12,0,1.43,IR,2024-08-28
590,kharp,66.8014,65.8081,19.629999999999995,54,57,3.63,RU,2024-08-28
591,nuuk,64.1835,-51.7216,6.340000000000032,87,100,6.17,GL,2024-08-28
592,kone,-21.0595,164.8658,24.210000000000036,51,24,3.01,NC,2024-08-28
593,antsiranana,-12.2787,49.2917,25.420000000000016,53,20,8.23,MG,2024-08-28
594,maracacume,-2.0428,-45.9592,22.03000000000003,99,31,1.31,BR,2024-08-28
595,kirakira,-10.4544,161.9205,27.03000000000003,75,92,6.12,SB,2024-08-28
596,manado,1.487,124.8455,27.430000000000007,94,75,1.03,ID,2024-08-28
597,cuatro cienegas de carranza,26.9833,-102.0833,25.810000000000002,58,0,1.93,MX,2024-08-28
598,paoua,7.2427,16.4406,21.75,94,100,1.1,CF,2024-08-28
599,pailon,-17.65,-62.75,17.03000000000003,46,30,2.28,BO,2024-08-28
600,ubata,-14.2139,-39.5228,16.850000000000023,99,33,0.82,BR,2024-08-28
601,kabalo,-6.05,26.9167,29.220000000000027,33,47,1.71,CD,2024-08-28
602,chernolesskoye,44.7156,43.7133,26.610000000000014,45,35,7.07,RU,2024-08-28
603,tual,-5.6667,132.75,25.620000000000005,84,57,7.63,ID,2024-08-28
604,guarapari,-20.6667,-40.4975,15.960000000000036,82,18,2.85,BR,2024-08-28
605,kemin,42.7846,75.6892,29.450000000000045,22,51,3.05,KG,2024-08-28
606,tobelo,1.7284,128.0095,28.54000000000002,75,55,0.58,ID,2024-08-28
607,kingscliff,-28.2667,153.5667,23.890000000000043,78,0,7.2,AU,2024-08-28
608,kudahuvadhoo,2.6708,72.8944,28.53000000000003,72,28,1.56,MV,2024-08-28
